3.000000000000000000e+00,1.917999923229217529e+00
1.650000000000000000e+01,1.256599998474121094e+01
1.200000047683715820e+00,1.574000000953674316e+00
1.799999952316284180e+00,1.681980013847351074e+00
1.100000023841857910e+00,1.093600010871887296e+00
1.250000000000000000e+00,1.220000004768371671e+00
3.299999952316284180e+00,3.210000038146972656e+00
1.299999952316284180e+00,1.407799983024597079e+00
1.289999961853027344e+00,1.196000027656555220e+00
2.339999914169311523e+00,2.440599966049194158e+00
3.329999923706054688e+00,2.849999952316284002e+00
1.090000033378601074e+00,1.478352046012878507e+00
2.900000000000000000e+01,2.850000000000000000e+01
1.100000023841857910e+00,1.062000012397766202e+00
3.779999971389770508e+00,3.763999986648559393e+00
3.200000047683715820e+00,2.700000047683715820e+00
1.490000009536743164e+00,1.287800025939941362e+00
4.900000095367431641e+00,3.484000015258788885e+00
9.900000095367431641e-01,9.559400081634521484e-01
1.169999957084655762e+00,1.285000014305114791e+00
1.500000000000000000e+00,1.277079987525939986e+00
1.990000009536743164e+00,1.290000009536743208e+00
1.500000000000000000e+01,1.639799995422363210e+01
2.000000000000000000e+01,1.679799995422363423e+01
8.600000143051147461e-01,9.168000102043152300e-01
1.500000000000000000e+00,1.489800000190734774e+00
1.299000024795532227e+00,1.337999987602233931e+00
1.899999976158142090e+00,1.998000001907348722e+00
9.199999809265136719e+00,1.107999992370605469e+01
1.179999947547912598e+00,1.285980010032653720e+00
2.000000000000000000e+00,1.917000007629394487e+00
3.990000009536743164e+00,4.379999971389770153e+00
8.500000238418579102e-01,8.360000014305114524e-01
9.490000009536743164e-01,1.024800026416778476e+00
1.289999961853027344e+00,1.239999985694885343e+00
8.999999761581420898e-01,9.640000104904175027e-01
8.799999952316284180e-01,1.110000014305114746e+00
1.100000023841857910e+00,1.095999979972839267e+00
1.070000052452087402e+00,1.140600037574768022e+00
1.139999985694885254e+00,1.197960019111633301e+00
1.000000000000000000e+00,9.777999997138977495e-01
8.199999928474426270e-01,9.389999866485595481e-01
8.999999761581420898e-01,8.968000054359436257e-01
9.600000381469726562e+00,1.061799983978271555e+01
1.039999961853027344e+00,1.128600025177001864e+00
3.500000000000000000e+00,3.150000047683715998e+00
2.589999914169311523e+00,2.700000047683715820e+00
2.950000047683715820e+00,2.562000036239624023e+00
2.950000047683715820e+00,2.562000036239624023e+00
1.055000019073486328e+01,1.019179973602294886e+01
5.000000000000000000e+01,5.000000000000000000e+01
9.700000286102294922e-01,9.699999928474426492e-01
1.199800014495849609e+00,1.158980035781860263e+00
9.269000291824340820e-01,9.837800145149231401e-01
1.700000047683715820e+00,1.667799997329711958e+00
2.150000095367431641e+00,2.209800004959106445e+00
2.479000091552734375e+00,2.696000003814697177e+00
3.849999904632568359e+00,3.937999963760375977e+00
1.200000000000000000e+01,1.280599994659423757e+01
1.199499964714050293e+00,1.170000028610229448e+00
1.100000023841857910e+00,1.123000001907348722e+00
1.860000014305114746e+00,1.815999984741210938e+00
2.494999885559082031e+00,2.561380004882812589e+00
3.779999971389770508e+00,3.781379985809325994e+00
1.141999959945678711e+00,1.159800004959106401e+00
1.116899967193603516e+00,1.157999992370605469e+00
2.750000000000000000e+00,2.690000057220458984e+00
1.299999952316284180e+00,1.370000004768371582e+00
8.999999761581420898e-01,1.071000015735626310e+00
9.499999880790710449e-01,1.019000005722045854e+00
1.030000019073486328e+01,1.135800018310546911e+01
1.200000000000000000e+01,1.246399993896484304e+01
1.399999976158142090e+00,1.349999976158142045e+00
1.279999971389770508e+00,1.281999993324279830e+00
2.979000091552734375e+00,2.968000030517578214e+00
2.950000047683715820e+00,3.013999986648559393e+00
4.443999767303466797e+00,4.610000038146973012e+00
1.070000052452087402e+00,1.105999970436096103e+00
1.100000023841857910e+00,1.101999998092651367e+00
2.500000000000000000e+00,2.366997003555297852e+00
6.809999942779541016e+00,6.926000022888183949e+00
8.700000047683715820e-01,8.969999909400939719e-01
1.200000047683715820e+00,1.137980031967163130e+00
1.169999957084655762e+00,9.077799826860427634e-01
1.230000019073486328e+00,1.121500015258789062e+00
1.000000000000000000e+00,1.144699990749359131e+00
1.399999976158142090e+00,1.347999978065490767e+00
1.450000047683715820e+00,1.600000023841857910e+00
3.000000000000000000e+00,2.683799982070922852e+00
1.750000000000000000e+00,1.974000000953674228e+00
1.000000000000000000e+01,8.862399959564209340e+00
1.250000000000000000e+01,1.429479999542236257e+01
1.299999952316284180e+00,1.242000007629394442e+00
8.500000238418579102e-01,8.979999899864197221e-01
1.383999943733215332e+00,1.397599983215332076e+00
8.500000238418579102e-01,8.309999942779541238e-01
9.800000190734863281e-01,8.925399899482726607e-01
8.750000000000000000e-01,8.499999880790710671e-01
2.619999885559082031e+00,2.721999979019165128e+00
3.569000005722045898e+00,3.847600030899047674e+00
1.179999947547912598e+00,1.384999966621399015e+00
1.878999948501586914e+00,2.242000007629394442e+00
1.350000000000000000e+01,1.207800006866455078e+01
1.150000000000000000e+01,1.236000003814697301e+01
1.210000038146972656e+00,1.045800018310546919e+00
1.769999980926513672e+00,1.775799989700317383e+00
1.289999961853027344e+00,1.329180002212524414e+00
3.769000053405761719e+00,3.790000009536742986e+00
2.450000047683715820e+00,2.151999998092651190e+00
1.750000000000000000e+00,8.443999886512756348e-01
1.970000028610229492e+00,1.932000017166137784e+00
1.250000000000000000e+00,9.180000066757202370e-01
1.299999952316284180e+00,1.250000000000000000e+00
3.400000095367431641e+00,4.680000019073486506e+00
3.400000095367431641e+00,4.680000019073486506e+00
9.700000286102294922e-01,9.919999837875366211e-01
8.000000119209289551e-01,8.870999813079833984e-01
